scenario_name,fault_category,fault_subtype,fault_phases,fault_branch_id,fault_pos_pu,fault_bus_id,fault_location_km,Zf_real_ohm,Zf_imag_ohm,target_fault_type,target_fault_category,target_location_km,min_Va_fault_pu_b800,max_Ia_fault_b800,max_I0_I1_fault_b800,max_I2_I1_fault_b800,mean_Vunb_fault_b800,recovery_Va_post_b800,min_Va_fault_pu_b802,max_Ia_fault_b802,max_I0_I1_fault_b802,max_I2_I1_fault_b802,mean_Vunb_fault_b802,recovery_Va_post_b802,min_Va_fault_pu_b806,max_Ia_fault_b806,max_I0_I1_fault_b806,max_I2_I1_fault_b806,mean_Vunb_fault_b806,recovery_Va_post_b806,min_Va_fault_pu_b808,max_Ia_fault_b808,max_I0_I1_fault_b808,max_I2_I1_fault_b808,mean_Vunb_fault_b808,recovery_Va_post_b808,min_Va_fault_pu_b812,max_Ia_fault_b812,max_I0_I1_fault_b812,max_I2_I1_fault_b812,mean_Vunb_fault_b812,recovery_Va_post_b812,min_Va_fault_pu_b814,max_Ia_fault_b814,max_I0_I1_fault_b814,max_I2_I1_fault_b814,mean_Vunb_fault_b814,recovery_Va_post_b814,min_Va_fault_pu_b850,max_Ia_fault_b850,max_I0_I1_fault_b850,max_I2_I1_fault_b850,mean_Vunb_fault_b850,recovery_Va_post_b850
SCN_00011,SHORT_BOLTED,LLLG,ABCG,1,0,800,0,0,0,LLLG,SHORT_BOLTED,0,0.997398923917317,60.2427711188797,0.0233089003495309,0.0211127656754451,0.119655539016059,0.999750864078132,0.997870694442064,60.209955624712,0.0226680058124058,0.0214552911800606,0.140271634894772,1.00046863746302,0.99985926078511,60.3427627307533,0.0347968818898463,0.0326924867388955,0.113102045983945,1.00156330861141,0.998288601698239,60.140407319671,0.0353066869775163,0.0304647570824144,0.257346045547892,0.999340863355334,0.996083981247079,60.2224936242314,0.0417026836871359,0.038764492389554,0.628462625858498,1.00054477262182,0.998712346611002,60.2734829589516,0.0420482237731738,0.0384386093232082,0.948982981286235,1.0019126260103,0.996321533818454,59.9887998465982,0.0419558869457788,0.03667206822782,0.938084926206445,0.996850887362283
SCN_00012,SHORT_ZF,SLG,A,1,0,800,0,0.05,0,SLG,SHORT_ZF,0,0.995674263473273,60.1011986375155,0.0247155136541907,0.0213262704751945,0.137233998217819,0.999283142426561,0.994004967047019,60.1562478134576,0.023109761827869,0.0215891947416219,0.161755439521517,0.999725203179093,0.99639285212034,60.2911687636202,0.0331158642729561,0.0312459509346429,0.111691867837666,0.998922769418847,0.995995884824944,60.3818369329023,0.0347068620559007,0.0306100590629473,0.296374336414248,1.00143686964748,1.00228089994981,60.0225526993424,0.0417418044719103,0.0384050034600893,0.622254744939644,1.00471201392914,0.998453650418313,60.1181553514797,0.0418083872552242,0.0375608858650154,0.93540335878681,1.00169896993718,0.995240268327287,60.1672857983401,0.0432006184762062,0.0385049618356647,0.951885463279793,0.998461321632583
SCN_00013,SHORT_ZF,SLG,A,1,0,800,0,0.1,0,SLG,SHORT_ZF,0,0.996082771611704,60.1145668158331,0.0252475697793745,0.0202119164746833,0.118587885449923,1.00150729544639,0.995537532198918,60.3465314698383,0.0237338849058102,0.0206707983994424,0.162628716442152,0.998311942458302,0.99456396904943,60.4371039809538,0.034678304111823,0.0300744106739433,0.144602931274686,0.997715017550953,0.996539664807282,60.1166271316317,0.0335158094121358,0.0291253675424575,0.378777748692299,1.00227832477814,0.99763899484754,60.1127683991224,0.04259933684552,0.0384088245071077,0.654814406699396,1.00030308904014,0.995405969107121,60.1221136941723,0.0418993708362963,0.0380819158994324,0.958884159150422,0.999082829060636,0.996859938717672,60.1546449490569,0.0419202553113299,0.037498993091301,0.947876345602977,1.00079391235878
SCN_00014,SHORT_ZF,SLG,A,1,0,800,0,0.5,0,SLG,SHORT_ZF,0,0.999417124747122,60.0214168881469,0.0229314781275437,0.0200171189105665,0.14813336006556,1.00246707334196,0.996494756553551,60.0876615060888,0.0241006464058852,0.021182626021799,0.150107252264002,1.00020908255685,0.999836691148695,60.1443519079642,0.0349430951011114,0.0321363161730291,0.134901439951693,1.00264108358894,0.995390959401191,60.180553867376,0.0344487453291994,0.030856569541652,0.332006617178392,0.998918577457169,0.995729523351787,60.1425142466769,0.0413828175634038,0.0397053704727862,0.708045172377452,1.00107952885754,0.994221337312275,60.3425068102968,0.0419530677243924,0.0395831903925543,0.950493587746323,0.997062938600201,0.996466681835464,60.3329315056722,0.0421725907981195,0.0394772041189727,0.933197091031423,1.00186618547558
SCN_00015,SHORT_ZF,SLG,A,1,0,800,0,1,0,SLG,SHORT_ZF,0,0.994560718789739,60.1585816895686,0.0251677249063622,0.0200192632975825,0.123780445022069,0.998514736319687,0.993705640126549,60.0442986427409,0.0241371496873672,0.0206434144596101,0.107598398133486,0.99893355821807,0.997899154352033,60.2521835262282,0.0335571135037655,0.0302428543511658,0.108378827766601,0.999482133618191,0.998446281990975,60.3546584890722,0.0344574195587416,0.031030767155901,0.274397607400325,1.00059379267418,0.997905923149262,60.3226286569936,0.0423487790626597,0.0389906949272898,0.634016312971522,0.999783957057762,0.992019033585788,60.0823955252304,0.0422501945172413,0.0365642695947084,0.937324844578242,0.994077062853837,0.995305047964156,60.1512248834528,0.0414005762854248,0.0382444853533378,0.941034651071754,0.999212202919917
SCN_00016,SHORT_ZF,SLG,A,1,0,800,0,2,0,SLG,SHORT_ZF,0,0.997132412535938,60.3336967466343,0.0241124594398639,0.0207446524905504,0.133497186912318,0.998342623340406,0.99436714140916,60.3112795743152,0.0267224849859171,0.0213052343153611,0.164088553957508,0.998536018954505,0.994713316573759,60.1314570893973,0.0337729397032376,0.0323385219431357,0.152112009613486,0.999698546696026,0.998944324099563,60.1649092663773,0.0332791692770178,0.0319203447013543,0.310759095003021,1.00281925988518,0.999278607578961,60.1881016640525,0.0416017885753266,0.0384436140754204,0.635619014200925,1.00217871119582,0.99616863252398,60.5000901079251,0.0413273629234377,0.038056089303874,0.954090514048122,1.00028959097283,0.995221688709343,60.2043875951758,0.0408774723579859,0.0392992847581454,0.959910372895019,0.999879108517954
SCN_00017,SHORT_ZF,SLG,A,1,0,800,0,5,0,SLG,SHORT_ZF,0,0.998812561603751,60.2489377561873,0.0235105125441698,0.0200287788846544,0.136688844782493,1.0003404829681,0.994671419881127,60.2076842640763,0.0232811786568153,0.0199877379047243,0.114058637411137,0.997066034201587,0.995802115149523,60.2533992887336,0.0354441930858075,0.0300971495194395,0.126886117520731,0.998675068879466,0.99690415080122,60.3735614687021,0.0354984435322987,0.0303457101416449,0.317671218977388,0.998552571631222,0.995737643510631,59.9842750622752,0.0416588042349514,0.036967095273794,0.655496845636497,1.00064866282249,0.999072913389456,60.1996452977693,0.0426475291254448,0.0382318966868125,0.927817738811701,1.00220982241129,0.99484733528216,60.4206712673404,0.0412336079352572,0.0386901141409367,0.928054901295186,0.998076453314019
SCN_00018,SHORT_ZF,SLG,A,1,0,800,0,10,0,SLG,SHORT_ZF,0,0.994866729616921,60.1670745756918,0.024635194958363,0.0218512020198197,0.139276948324138,0.997378514670072,1.00015787863532,60.1959972516761,0.0233385398930377,0.021075518995875,0.140111291602428,1.00111358851013,0.99633787117977,60.1898292971248,0.0335728926680224,0.0305533322641768,0.143877659408419,0.999071806427675,0.993963367577869,60.2901467953343,0.0341257378906661,0.031412889805434,0.296533093123589,0.997672476787192,0.996515265361893,60.3236682522031,0.0422160548897231,0.0395884720265622,0.675808387684474,0.998347244357346,0.997883963835684,60.142178317247,0.0414511660102684,0.0384101701911958,0.932641781907219,0.999842868393823,0.993987346120203,60.2649451612359,0.0425584419996692,0.0380222189629603,0.921034400942714,0.999293014493536
SCN_00019,SHORT_ZF,SLG,A,1,0,800,0,25,0,SLG,SHORT_ZF,0,0.997141634353385,60.1657896095033,0.0234656216582375,0.0203192327791761,0.135879594234459,0.999130579823295,0.997229720859923,60.2423609666343,0.0261264504335175,0.0197601274368322,0.133812211684348,0.999969739641571,0.998780178791184,60.4495857507554,0.0358397063993467,0.031389761636453,0.144570492979906,1.00212417698136,0.995384707636257,60.1111912872252,0.033790060851492,0.0310820850984998,0.297798352810247,0.998867228743974,0.995379834404416,60.2473239463263,0.0403935848424192,0.0390149328032659,0.62365482604089,0.999510031748679,0.998006957905042,60.233297309045,0.0414405946155334,0.0380044174455794,0.935515703175408,1.00027088257869,0.999356176071719,60.1612623656423,0.0431454447625864,0.0379082494719603,0.950092478133982,1.00152037858768
SCN_00020,SHORT_ZF,SLG,A,1,0,800,0,50,0,SLG,SHORT_ZF,0,0.99534293921541,60.320360006246,0.0246308182353765,0.0203777028820483,0.115471261974189,0.998749750548348,0.998650015109344,60.2134601531191,0.0226555894529734,0.0213548167125822,0.135553551064381,1.00089456325446,0.99498918424712,60.2267842878059,0.0347537447197903,0.0321989257483273,0.154896446087569,0.997913955427866,0.993351788683813,60.1100544636587,0.0348999629865167,0.0323715744761441,0.320498715334371,0.998177112447359,0.993690550512991,60.141883886675,0.0428875733151729,0.039328333075761,0.617786163905014,0.999423204190644,0.999071259443644,60.2656496797907,0.0412601504048584,0.0382373475952047,0.913558441480796,1.00450580627113,0.997426853134405,60.2982948964495,0.0408104426293817,0.037582529574927,0.932143393278347,1.00172685538082
SCN_00021,SHORT_ZF,SLG,A,1,0,800,0,100,0,SLG,SHORT_ZF,0,0.992972372422222,60.0497827490068,0.0236392821807729,0.0214997353165441,0.151103186142593,0.996472785518615,0.994602199795627,60.295560058081,0.0230472507944671,0.0219155834139648,0.162169223390517,0.997769451444107,0.991852945855592,60.3042555521302,0.0344024144770164,0.0320394125149712,0.126255323879419,0.999071552101417,0.996482074887345,60.2051176104247,0.0345556590609283,0.0325600961269356,0.29589587987627,1.00365585845126,0.997139466936885,60.103820706567,0.0428344868484876,0.0369199862020988,0.658861713846622,0.998368289700464,0.994204327028566,60.0828513297743,0.0408076684139298,0.0388082019038512,0.941283999954886,0.999168378570232,0.990097247288339,60.2689012922625,0.0418901582832113,0.0378044679730898,0.935771999410848,0.995943794433198
SCN_00022,SHORT_ZF,SLG,B,1,0,800,0,0.05,0,SLG,SHORT_ZF,0,0.996121532858135,60.092347641483,0.0235124546883891,0.020924572206194,0.147607379478158,0.999421084669974,0.998281503195506,60.3060550508867,0.0241571952290159,0.0215842884999475,0.126761785391344,1.00132644396776,0.996796517127819,60.0750209536526,0.0335118061915921,0.0306352596726533,0.120167637047911,1.00145859899784,0.994549334538902,60.0746744974816,0.0339583482907397,0.0300366229860904,0.376699829242525,0.998802358431344,0.997330754646152,60.1350500644632,0.0421236286732977,0.0381546965125648,0.683096480100128,0.999321279259587,0.998038628412033,60.1567880610001,0.0418202783769544,0.0393476403860459,0.987092095452002,1.00206026181309,0.992816044462832,60.1165534925723,0.0408414406590228,0.0376687762126439,0.930842400149104,0.997256538135402
SCN_00023,SHORT_ZF,SLG,B,1,0,800,0,0.1,0,SLG,SHORT_ZF,0,0.996125266644275,60.2701026662481,0.0237384899679123,0.0204683193773472,0.148431717606581,0.999508022560285,0.994805441478469,60.1594864814789,0.0248844111438862,0.0217341295268627,0.145969300454469,0.998189252724816,1.00174218438719,60.1153836435066,0.0337440401935225,0.0307204608093476,0.104500532275405,1.00589295053732,0.997812173604212,60.2102917737946,0.0346811982057966,0.0299487417400479,0.303107038192923,1.00099761141914,0.999114421262331,59.9947703694354,0.0412950909753584,0.0382560853452078,0.616871124560849,1.00508338221308,0.999113827660505,60.1550481840005,0.0406923316893382,0.0390686662579765,0.946988455615073,1.00238642568849,0.996341700276239,60.3035352289495,0.0413757059811969,0.038748286930203,0.962877711478863,0.998999808364895
SCN_00024,SHORT_ZF,SLG,B,1,0,800,0,0.5,0,SLG,SHORT_ZF,0,0.997900985379172,60.3202315968855,0.025527275977503,0.0208484669279348,0.152654354298998,1.00139221408645,0.998190009904046,60.1266139485282,0.0246356259078858,0.0228771180651793,0.127046993885159,1.00025797115567,0.996577736027175,60.212381254686,0.0355757618511034,0.0302186290668096,0.1733125882285,1.0007498462906,0.997225212848389,59.9946587112128,0.0336868506403582,0.0302156492399091,0.316168890592915,1.00229743846133,0.993713689406389,60.2801537946143,0.0439371027240981,0.0374909728724306,0.624726124139908,0.997780677938111,0.995141017259404,60.1705358568688,0.044308532367607,0.037769570924324,0.899454595803469,0.998687609605393,0.995200926394012,60.1970870059461,0.0411544118088003,0.0388423278854305,0.950588068103863,0.99755242944324
SCN_00025,SHORT_ZF,SLG,B,1,0,800,0,1,0,SLG,SHORT_ZF,0,0.99654000344838,60.132443424937,0.0223669474592613,0.0200159790998001,0.155098961763047,1.00366596570137,0.994850860141837,60.1677398112883,0.0263088449236793,0.0213694175221588,0.162317818738057,1.00030579825745,0.996111944995776,60.1219234245994,0.0343581540607997,0.0313573507108348,0.105431606804919,1.00033534833365,0.996049700482611,60.0654222148076,0.0336622234330448,0.0317080126533077,0.303463972489068,1.00170304225429,0.999242724345926,60.0984174822496,0.0427749680028226,0.0394052269326799,0.651681110572615,1.0017375578293,0.997460607512336,60.2033143325831,0.0452418118350017,0.0382014733593012,0.924139121143216,1.00041835093364,0.997598179220474,60.4805340317943,0.0414784270080974,0.0397031284955102,0.975763500891836,1.00015231794332
SCN_00026,SHORT_ZF,SLG,B,1,0,800,0,2,0,SLG,SHORT_ZF,0,0.995191115755821,60.224838373675,0.0243433921748759,0.0207878293545951,0.146888270760081,1.00076245276915,0.998117263342448,59.961322894291,0.0248459276898945,0.0212629055978504,0.135248959150892,1.00269333545777,0.998255661849318,60.0495366055882,0.0347940245683257,0.0305920009137105,0.138537379669123,1.00221884896862,0.992922664627337,60.337500742786,0.034293684020603,0.0305205234814721,0.336971930005111,0.999291289632098,0.993389213021325,60.1739487957546,0.0407006936649814,0.038905071739915,0.631225765966315,0.996753024200156,0.997499189314241,60.2433559091598,0.0422762249708125,0.0376007827187757,0.937429161673436,1.00272106114053,0.999100274170192,60.0465319815675,0.0413435849472454,0.0383179833238717,1.00918268917828,1.00482805570166
SCN_00027,SHORT_ZF,SLG,B,1,0,800,0,5,0,SLG,SHORT_ZF,0,0.99772069604102,60.2984560805197,0.0235091586418387,0.0211267077759938,0.140052198847067,0.998831776149707,0.994981470846029,60.2738732915021,0.0245183304797405,0.0207664152878286,0.151268384238895,0.998933967414526,0.993697325940728,60.0736665073712,0.0352916610022982,0.0297848188151273,0.147458216698693,1.00006117715681,0.996767702401167,60.2082638418927,0.0339791456947284,0.0302871629128492,0.304496691358961,0.999511118072441,0.992720716155987,60.2782848315291,0.0416304534342041,0.0391387773388793,0.682817723031804,0.996383165903217,0.996889068756037,60.2237584326912,0.0418739643181728,0.0376345693128304,0.970178373059488,1.00269808369334,0.994691551590841,60.2846647761226,0.0414713775383836,0.0379267222676021,0.939881363599125,1.00092162150617
SCN_00028,SHORT_ZF,SLG,B,1,0,800,0,10,0,SLG,SHORT_ZF,0,0.997488246628765,60.0821294168409,0.0247285787628621,0.0194192868134744,0.130090984616858,1.00155912345731,0.997176642008754,60.1869184567277,0.0250914783696583,0.0210633140337275,0.150678605981939,1.00108314838544,0.998039434083132,60.2082479587753,0.0324981241769991,0.0300973262399137,0.123654468007954,1.00130613900256,0.996787168652641,60.4007093099406,0.0356231965823731,0.0314365899027715,0.303947683766897,0.999772541398923,0.997445166257509,60.1057164788095,0.0416010928509981,0.0376150175281219,0.670855428785712,1.00121058559531,0.99472250233233,60.1133105014993,0.0410236367215579,0.0389208732820432,0.935934936980461,0.999230934576334,0.997543161703602,60.2406976152267,0.0415901942148369,0.0379193358687113,0.915905799168023,1.00069897904024
SCN_00029,SHORT_ZF,SLG,B,1,0,800,0,25,0,SLG,SHORT_ZF,0,0.995790529768135,60.1128920161232,0.0244258991266432,0.0228215119565387,0.133821018040726,0.997824645787362,0.993490245204979,60.1115898547068,0.0229891170325076,0.0201896272788143,0.150796710230718,0.997602466034005,0.995508193459423,60.1134857734424,0.0343218334268269,0.0307046792858949,0.12462646025591,0.996707273601119,0.992770112397961,60.3125476314275,0.0342475799489875,0.0316455270822092,0.288933871369178,0.99632973918575,0.995830821510816,60.2218624839697,0.0409388336265774,0.0371470855833641,0.65871904320637,0.998658497770671,0.996814200805762,60.3273029508693,0.0425681016131939,0.03878328059178,0.939795039660303,0.999169032684992,1.00086159117211,60.0450188149388,0.0410743197285574,0.0375290073403181,0.896053569175986,1.0006883855455
SCN_00030,SHORT_ZF,SLG,B,1,0,800,0,50,0,SLG,SHORT_ZF,0,0.996454602926528,60.1797664838499,0.0239891208776182,0.0212057349405486,0.126382117337962,1.00179249674994,0.995895362945489,60.1201517594813,0.024296910298459,0.0209717762835758,0.131046845572855,0.998512699242495,0.995415087153338,60.3123327936347,0.0358708663710928,0.0313195554286881,0.146492423290107,1.00059133513797,0.999870661470648,60.2957377168897,0.0344915776123693,0.0310284768862249,0.255434333879217,1.00195308272298,0.994317262284311,60.1694145503373,0.0402521257245803,0.0379535080059664,0.664612464974086,0.997264334779548,0.992501389381202,60.2087755498942,0.0424033862957275,0.0386011364970224,0.953155038907619,0.994662410960896,0.999404887258185,60.1942415032662,0.0418234392008043,0.0392659353549865,0.964006117108731,1.00205064851049
SCN_00031,SHORT_ZF,SLG,B,1,0,800,0,100,0,SLG,SHORT_ZF,0,0.997515886374976,60.1991680330066,0.0246708614174798,0.0203608273303709,0.144627306180169,1.00068002628686,0.996074435992714,60.1129764374979,0.0235421138089309,0.0222709869763229,0.125589200675991,0.997278351598166,0.997203120040188,60.312534726779,0.034543683129873,0.0317984614703654,0.124542543519065,1.00066499324566,0.994850627999812,60.2584252380636,0.0346537277078946,0.0314472873901815,0.284512767740626,0.998422322627372,0.997223445014204,60.1272826838354,0.0403066586983822,0.0376691981155613,0.629111889645383,0.997808108581665,0.996684813250406,60.1969649422799,0.0406296768901104,0.0372088782577304,0.93885789671097,1.00106640288505,0.997745422864727,60.1697949904985,0.0416462753763111,0.0378157041276314,0.91077041643703,1.00248827240008
